                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 8 Nov 2028 19:22:30.000     -1504.825       247.720      6553.029           4.548835          -6.074512           1.271232       76.820     -167.992     370.281    -0.688155    -0.665701    -0.288591     0.932045    -0.362334    -0.002639
 8 Nov 2028 19:23:00.000     -1367.505        65.375      6587.309           4.604918          -6.080624           1.013908       78.170     -161.581     370.417    -0.688151    -0.665704    -0.288594     0.932835    -0.360294    -0.002641
 8 Nov 2028 19:23:30.000     -1228.584      -117.046      6613.851           4.655607          -6.079614           0.755402       79.335     -153.645     370.522    -0.688148    -0.665706    -0.288597     0.933621    -0.358253    -0.002643
 8 Nov 2028 19:24:00.000     -1088.223      -299.331      6632.625           4.700842          -6.071483           0.496015       80.247     -144.000     370.596    -0.688144    -0.665709    -0.288599     0.934402    -0.356209    -0.002646
 8 Nov 2028 19:24:30.000      -946.588      -481.264      6643.607           4.740571          -6.056241           0.236049       80.831     -132.760     370.639    -0.688140    -0.665711    -0.288602     0.935179    -0.354164    -0.002648
 8 Nov 2028 19:25:00.000      -803.845      -662.634      6646.785           4.774748          -6.033906          -0.024193       81.023     -120.532     370.649    -0.688137    -0.665714    -0.288604     0.935952    -0.352118    -0.002650
 8 Nov 2028 19:25:30.000      -660.159      -843.228      6642.155           4.803333          -6.004503          -0.284406       80.798     -108.349     370.629    -0.688133    -0.665717    -0.288607     0.936720    -0.350069    -0.002652
 8 Nov 2028 19:26:00.000      -515.701     -1022.834      6629.724           4.826294          -5.968068          -0.544289       80.184      -97.222     370.576    -0.688130    -0.665719    -0.288609     0.937484    -0.348019    -0.002654
 8 Nov 2028 19:26:30.000      -370.638     -1201.242      6609.504           4.843603          -5.924640          -0.803538       79.249      -87.718     370.492    -0.688126    -0.665722    -0.288612     0.938243    -0.345968    -0.002657
 8 Nov 2028 19:27:00.000      -225.142     -1378.243      6581.521           4.855239          -5.874272          -1.061851       78.067      -79.915     370.376    -0.688123    -0.665724    -0.288614     0.938997    -0.343914    -0.002659
 8 Nov 2028 19:27:30.000       -79.381     -1553.630      6545.806           4.861189          -5.817022          -1.318927       76.703      -73.616     370.231    -0.688120    -0.665727    -0.288616     0.939747    -0.341859    -0.002661
 8 Nov 2028 19:28:00.000        66.473     -1727.196      6502.401           4.861446          -5.752954          -1.574466       75.209      -68.542     370.056    -0.688116    -0.665729    -0.288619     0.940493    -0.339803    -0.002663
 8 Nov 2028 19:28:30.000       212.249     -1898.739      6451.356           4.856008          -5.682142          -1.828169       73.619      -64.428     369.852    -0.688113    -0.665732    -0.288621     0.941234    -0.337744    -0.002665
 8 Nov 2028 19:29:00.000       357.776     -2068.058      6392.732           4.844881          -5.604669          -2.079741       71.959      -61.059     369.620    -0.688109    -0.665734    -0.288623     0.941971    -0.335684    -0.002667
 8 Nov 2028 19:29:30.000       502.885     -2234.954      6326.596           4.828077          -5.520624          -2.328888       70.246      -58.269     369.363    -0.688106    -0.665737    -0.288625     0.942703    -0.333623    -0.002669
 8 Nov 2028 19:30:00.000       647.404     -2399.231      6253.026           4.805615          -5.430103          -2.575317       68.492      -55.931     369.080    -0.688103    -0.665739    -0.288627     0.943430    -0.331560    -0.002671
 8 Nov 2028 19:30:30.000       791.166     -2560.696      6172.107           4.777520          -5.333211          -2.818741       66.708      -53.951     368.775    -0.688100    -0.665742    -0.288629     0.944154    -0.329495    -0.002673
 8 Nov 2028 19:31:00.000       934.000     -2719.161      6083.934           4.743823          -5.230060          -3.058874       64.898      -52.256     368.448    -0.688096    -0.665744    -0.288631     0.944872    -0.327429    -0.002675
 8 Nov 2028 19:31:30.000      1075.739     -2874.439      5988.610           4.704563          -5.120768          -3.295435       63.069      -50.792     368.102    -0.688093    -0.665747    -0.288633     0.945586    -0.325361    -0.002677
 8 Nov 2028 19:32:00.000      1216.218     -3026.347      5886.246           4.659784          -5.005463          -3.528146       61.223      -49.516     367.738    -0.688090    -0.665749    -0.288635     0.946296    -0.323292    -0.002679
 8 Nov 2028 19:32:30.000      1355.272     -3174.708      5776.962           4.609538          -4.884278          -3.756732       59.364      -48.396     367.359    -0.688087    -0.665752    -0.288636     0.947001    -0.321221    -0.002681
 8 Nov 2028 19:33:00.000      1492.736     -3319.346      5660.886           4.553881          -4.757354          -3.980926       57.493      -47.406     366.966    -0.688084    -0.665754    -0.288638     0.947701    -0.319148    -0.002683
 8 Nov 2028 19:33:30.000      1628.451     -3460.093      5538.153           4.492879          -4.624837          -4.200464       55.613      -46.524     366.563    -0.688080    -0.665757    -0.288640     0.948397    -0.317074    -0.002685
 8 Nov 2028 19:34:00.000      1762.256     -3596.782      5408.908           4.426600          -4.486882          -4.415085       53.725      -45.734     366.151    -0.688077    -0.665760    -0.288641     0.949088    -0.314999    -0.002687
 8 Nov 2028 19:34:30.000      1893.995     -3729.253      5273.300           4.355123          -4.343649          -4.624538       51.829      -45.023     365.733    -0.688074    -0.665762    -0.288643     0.949775    -0.312922    -0.002689
 8 Nov 2028 19:35:00.000      2023.513     -3857.350      5131.489           4.278528          -4.195304          -4.828575       49.928      -44.379     365.312    -0.688071    -0.665765    -0.288644     0.950457    -0.310843    -0.002691
 8 Nov 2028 19:35:30.000      2150.657     -3980.922      4983.642           4.196907          -4.042021          -5.026954       48.021      -43.793     364.890    -0.688068    -0.665767    -0.288646     0.951135    -0.308763    -0.002693
 8 Nov 2028 19:36:00.000      2275.278     -4099.824      4829.931           4.110352          -3.883978          -5.219441       46.109      -43.258     364.470    -0.688065    -0.665770    -0.288647     0.951808    -0.306682    -0.002695
 8 Nov 2028 19:36:30.000      2397.229     -4213.915      4670.537           4.018964          -3.721361          -5.405806       44.193      -42.767     364.054    -0.688062    -0.665773    -0.288648     0.952477    -0.304599    -0.002697
 8 Nov 2028 19:37:00.000      2516.368     -4323.061      4505.646           3.922851          -3.554358          -5.585830       42.273      -42.315     363.645    -0.688058    -0.665776    -0.288649     0.953141    -0.302514    -0.002699
 8 Nov 2028 19:37:30.000      2632.554     -4427.134      4335.453           3.822123          -3.383167          -5.759298       40.350      -41.897     363.245    -0.688055    -0.665778    -0.288651     0.953801    -0.300428    -0.002701
 8 Nov 2028 19:38:00.000      2745.651     -4526.012      4160.156           3.716900          -3.207987          -5.926004       38.424      -41.509     362.858    -0.688052    -0.665781    -0.288652     0.954455    -0.298341    -0.002703
 8 Nov 2028 19:38:30.000      2855.524     -4619.576      3979.962           3.607303          -3.029025          -6.085748       36.494      -41.147     362.485    -0.688049    -0.665784    -0.288653     0.955106    -0.296252    -0.002705
 8 Nov 2028 19:39:00.000      2962.046     -4707.717      3795.083           3.493461          -2.846491          -6.238342       34.562      -40.809     362.130    -0.688046    -0.665787    -0.288654     0.955752    -0.294162    -0.002706
 8 Nov 2028 19:39:30.000      3065.091     -4790.332      3605.735           3.375508          -2.660601          -6.383603       32.628      -40.492     361.794    -0.688043    -0.665789    -0.288655     0.956393    -0.292071    -0.002708
 8 Nov 2028 19:40:00.000      3164.537     -4867.322      3412.142           3.253584          -2.471574          -6.521358       30.692      -40.193     361.481    -0.688040    -0.665792    -0.288656     0.957030    -0.289978    -0.002710
 8 Nov 2028 19:40:30.000      3260.268     -4938.597      3214.530           3.127830          -2.279632          -6.651441       28.754      -39.911     361.192    -0.688036    -0.665795    -0.288657     0.957662    -0.287884    -0.002712
 8 Nov 2028 19:41:00.000      3352.170     -5004.073      3013.133           2.998396          -2.085003          -6.773699       26.813      -39.644     360.929    -0.688033    -0.665798    -0.288657     0.958289    -0.285788    -0.002714
 8 Nov 2028 19:41:30.000      3440.136     -5063.673      2808.188           2.865435          -1.887917          -6.887985       24.872      -39.390     360.696    -0.688030    -0.665801    -0.288658     0.958912    -0.283691    -0.002715
 8 Nov 2028 19:42:00.000      3524.063     -5117.326      2599.935           2.729104          -1.688607          -6.994162       22.929      -39.148     360.493    -0.688027    -0.665804    -0.288659     0.959530    -0.281592    -0.002717
 8 Nov 2028 19:42:30.000      3603.850     -5164.969      2388.621           2.589565          -1.487309          -7.092105       20.984      -38.915     360.323    -0.688024    -0.665807    -0.288659     0.960144    -0.279493    -0.002719
 8 Nov 2028 19:43:00.000      3679.406     -5206.547      2174.492           2.446983          -1.284261          -7.181696       19.039      -38.692     360.187    -0.688020    -0.665810    -0.288660     0.960753    -0.277391    -0.002721
 8 Nov 2028 19:43:30.000      3750.641     -5242.010      1957.803           2.301526          -1.079705          -7.262830       17.092      -38.477     360.088    -0.688017    -0.665813    -0.288661     0.961358    -0.275289    -0.002722
 8 Nov 2028 19:44:00.000      3817.471     -5271.317      1738.808           2.153368          -0.873883          -7.335409       15.144      -38.269     360.026    -0.688014    -0.665817    -0.288661     0.961958    -0.273185    -0.002724
 8 Nov 2028 19:44:30.000      3879.817     -5294.432      1517.765           2.002685          -0.667038          -7.399348       13.196      -38.068     360.002    -0.688011    -0.665820    -0.288662     0.962553    -0.271080    -0.002726
 8 Nov 2028 19:45:00.000      3937.608     -5311.331      1294.935           1.849655          -0.459417          -7.454570       11.247      -37.871     360.018    -0.688007    -0.665823    -0.288662     0.963144    -0.268974    -0.002727
 8 Nov 2028 19:45:30.000      3990.775     -5321.992      1070.579           1.694459          -0.251266          -7.501011        9.298      -37.678     360.074    -0.688004    -0.665826    -0.288662     0.963730    -0.266866    -0.002729
 8 Nov 2028 19:46:00.000      4039.256     -5326.404       844.962           1.537284          -0.042832          -7.538616        7.348      -37.489     360.172    -0.688001    -0.665830    -0.288663     0.964311    -0.264757    -0.002731
 8 Nov 2028 19:46:30.000      4082.994     -5324.562       618.351           1.378314           0.165638          -7.567342        5.398      -37.303     360.311    -0.687997    -0.665833    -0.288663     0.964888    -0.262647    -0.002732
